RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalTimesLate,IncomePerPerson
1.247.375.628,35,2,0.793259208,2877.0,5,1,2,2,0.0,5,2877.0
0.356440593,38,1,0.346776973,2900.0,4,0,0,0,3.0,1,725.0
0.6001999,70,2,0.424484774,3250.0,9,0,2,0,0.0,2,3250.0
0.9999999,73,0,0,5766.0,2,0,0,0,0.0,0,5766.0
0.008162623,65,0,0.361165049,3604.0,11,0,2,0,0.0,0,3604.0
0.909942042,48,2,0.400789177,3547.0,8,2,1,0,1.0,4,1773.5
0.926147705,26,0,34,0.0,2,0,0,0,0.0,0,0.0
0.952748143,41,0,0.113108889,10900.0,9,0,0,0,3.0,0,2725.0
0.080083629,69,0,1248,0.0,8,0,1,0,1.0,0,0.0
0.16375345,31,0,0.068772491,2500.0,5,0,0,0,0.0,0,2500.0
0.038313859,43,0,459.05.00,1.0,12,0,2,0,2.0,0,0.3333333333333333
0,45,3,1.151.927.438,3968.0,7,1,4,3,2.0,7,1322.6666666666667
0.158306393,53,0,0.641247834,7500.0,13,0,3,0,1.0,0,3750.0
0.9999999,60,0,0.275265957,2255.0,3,3,0,0,0.0,3,2255.0
0.30167036,72,1,0.482585775,11570.0,9,0,2,0,0.0,1,11570.0
0.421840238,46,1,0.186414512,5181.0,8,0,0,0,2.0,1,1727.0
0.004179437,51,0,3780,0.0,5,0,1,0,1.0,0,0.0
0.4688064,39,0,0.699357296,4200.0,6,0,2,0,3.0,0,1050.0
0.135143243,63,0,0.117150396,9474.0,5,0,1,0,0.0,0,9474.0
1.006.955.514,66,0,0.214392804,2000.0,3,0,0,0,0.0,0,2000.0
0.9999999,38,0,0.164964138,4600.0,3,2,0,0,0.0,2,4600.0
0.064080259,46,0,0.400092507,10809.0,5,0,2,0,1.0,0,5404.5
0.9999999,59,2,0.65823061,9166.0,6,1,2,1,0.0,4,9166.0
0.62334123,41,0,2.333.666.334,1000.0,4,0,1,0,2.0,0,333.3333333333333
0.835318336,43,1,0.658447184,3000.0,8,1,0,0,0.0,2,3000.0
0.141765844,31,0,0.407026564,3500.0,6,0,1,0,2.0,0,1166.6666666666667
0.116858039,45,0,0.008228101,17500.0,2,0,0,0,0.0,0,17500.0
1.045.954.046,27,0,0.257425743,2120.0,6,0,0,0,0.0,0,2120.0
0.000498331,58,0,0.169954736,11708.0,12,0,2,0,0.0,0,11708.0
0.788608531,30,0,0.272787869,6000.0,6,0,0,0,0.0,0,6000.0
0.084686518,48,0,0.392967942,2900.0,7,0,2,0,1.0,0,1450.0
0.413143937,50,0,0.293835682,10430.0,10,0,1,0,3.0,0,2607.5
0.002565378,92,0,0.00059988,5000.0,6,0,0,0,0.0,0,5000.0
1.070.428.794,32,2,0.717183425,3450.0,14,1,1,4,1.0,7,1725.0
0.012046741,47,0,0.539147671,7062.0,12,0,3,0,1.0,0,3531.0
0,66,0,0.705024311,1850.0,7,0,2,0,0.0,0,1850.0
1.743.493.131,54,0,0.984471558,6310.0,15,0,3,0,1.0,0,3155.0
0.008954458,79,0,0.005220884,2489.0,5,0,0,0,0.0,0,2489.0
0.20713904,36,0,0.375453068,8000.0,11,0,2,0,2.0,0,2666.6666666666665
0.9999999,31,0,0.288177956,4000.0,4,0,0,0,0.0,0,4000.0
0.065446728,72,0,1.787.286.064,817.0,5,0,1,0,0.0,0,817.0
0.657342657,23,1,0.510496672,1952.0,3,0,0,0,0.0,1,1952.0
0.377333522,62,0,0.178832242,29166.0,6,0,2,0,0.0,0,29166.0
0.772074327,59,0,0.31086716,11750.0,16,0,2,0,0.0,0,11750.0
0.015463064,58,0,0.240791756,9800.0,8,0,1,0,0.0,0,9800.0
0,43,0,0.614815767,15550.0,7,0,2,0,2.0,0,5183.333333333333
0.241225292,36,0,0.376148148,6749.0,5,0,1,0,1.0,0,3374.5
0.391753426,51,0,0.071232192,4000.0,2,0,0,0,0.0,0,4000.0
0.066124924,66,0,0.184050212,5416.0,7,0,1,0,0.0,0,5416.0
0.346384078,45,0,0.37688262,8365.0,10,0,1,0,2.0,0,2788.3333333333335
0.9999999,43,0,0.168121442,5269.0,0,3,0,0,3.0,3,1317.25
0.9999999,31,0,0,6500.0,0,0,0,1,0.0,1,6500.0
0.18879528,49,0,0.670951157,3500.0,5,0,1,0,0.0,0,3500.0
0.157951263,64,0,0.49396188,6872.0,16,0,1,0,0.0,0,6872.0
1.108.420.351,48,0,0.16522041,2880.0,4,2,0,2,2.0,4,960.0
0.449956062,32,0,0.165708573,4000.0,6,0,0,0,0.0,0,4000.0
0.030896358,78,0,0.206066161,12000.0,17,0,2,0,0.0,0,12000.0
0.915394707,58,2,0.603046775,14900.0,14,0,6,0,0.0,2,14900.0
0.302882422,32,0,0.423017326,7098.0,15,0,2,0,0.0,0,7098.0
0.9999999,21,0,0,1.0,1,0,0,0,0.0,0,1.0
0.003321619,77,0,0.08747813,4000.0,14,0,0,0,0.0,0,4000.0
0.005383235,55,0,0.032459226,12507.0,3,0,0,0,2.0,0,4169.0
0.088731817,63,0,0.532001355,2952.0,10,0,2,0,0.0,0,2952.0
0.421347077,46,0,0.297329335,14340.0,8,0,1,0,6.0,0,2048.5714285714284
0.9999999,40,0,0.362341772,1895.0,2,0,0,0,1.0,0,947.5
0.034357216,53,0,0.335332762,3500.0,6,0,1,0,3.0,0,875.0
0.10046561,51,1,0.445230819,6216.0,12,0,2,0,1.0,1,3108.0
0.9999999,53,0,0.16003729,3217.0,1,2,0,0,0.0,2,3217.0
0.755122439,46,4,0.648972914,5500.0,7,4,1,1,0.0,9,5500.0
0.117647059,49,1,0.210125841,6833.0,10,0,2,0,2.0,1,2277.6666666666665
0.405952791,34,0,0.702061212,1600.0,5,0,0,0,0.0,0,1600.0
0.007651419,75,0,840,0.0,12,0,1,0,0.0,0,0.0
0.809177392,40,1,0.796228841,4666.0,7,0,2,0,3.0,1,1166.5
0.943891214,57,3,0.837265094,2500.0,20,0,0,0,0.0,3,2500.0
0.191205155,51,0,0.135381725,7452.0,8,0,1,0,0.0,0,7452.0
0.422384241,60,0,0.468291159,3200.0,7,0,1,0,0.0,0,3200.0
0.751436973,44,0,0.847275335,8367.0,15,0,2,0,0.0,0,8367.0
0,71,4,0.168536829,9000.0,13,0,1,1,0.0,5,9000.0
0.06004476,70,0,0.441082803,3139.0,6,0,1,0,0.0,0,3139.0
0.697887699,32,0,0.239417842,9000.0,10,0,1,0,1.0,0,4500.0
0.076646168,50,0,0.414258574,10000.0,4,0,2,0,2.0,0,3333.3333333333335
0.001161597,63,0,0.097774347,7772.0,8,0,0,0,0.0,0,7772.0
0.245939299,49,0,0.381223755,6667.0,12,0,1,0,1.0,0,3333.5
0.598322383,49,1,0.406291479,7533.0,6,0,2,0,0.0,1,7533.0
0.936719566,40,0,0.528497409,7333.0,6,0,2,0,0.0,0,7333.0
0.0651489,57,0,0.061403509,5813.0,5,0,0,0,3.0,0,1453.25
0.078955767,57,0,0.185454163,9500.0,17,0,1,0,1.0,0,4750.0
0.217158931,42,0,0.5788988,3250.0,12,0,2,0,2.0,0,1083.3333333333333
0.075649419,49,0,0.341197618,8900.0,12,0,2,0,1.0,0,4450.0
0.334637539,62,2,0.37744902,2500.0,5,0,1,0,0.0,2,2500.0
0.077665036,66,0,0.291598269,6700.0,16,0,1,0,0.0,0,6700.0
0.830209612,47,5,0.866595518,2810.0,12,0,0,1,0.0,6,2810.0
0.659006779,50,0,0.564160685,7940.0,10,0,3,0,2.0,0,2646.6666666666665
0.035354169,75,0,0.019902866,10500.0,9,0,0,0,0.0,0,10500.0
0.878837784,53,1,0.667996808,1252.0,5,0,0,0,1.0,1,626.0
0.295319271,26,0,0.184016242,5417.0,10,0,0,0,0.0,0,5417.0
0.529911681,76,1,0.934579439,427.0,7,1,0,0,0.0,2,427.0
0,59,0,0.293320731,6347.0,8,0,1,0,0.0,0,6347.0
0.004531171,52,1,0.52195029,10500.0,10,0,1,0,0.0,1,10500.0
0.01497329,85,0,0.189650862,12000.0,14,0,1,0,0.0,0,12000.0
0,63,0,0.369441816,8455.0,6,0,2,0,0.0,0,8455.0
0.001726366,57,0,1.660.678.643,500.0,15,0,1,0,0.0,0,500.0
0.428668386,44,0,0.330872174,6500.0,7,0,2,0,0.0,0,6500.0
0.33240751,66,1,0.284008828,9967.0,5,0,1,0,0.0,1,9967.0
0.956886461,70,0,0.179937952,1933.0,4,0,0,0,1.0,0,966.5
0.231832634,58,1,0.390804598,2000.0,10,0,0,0,0.0,1,2000.0
0.184153851,46,0,1.288.347.391,3200.0,12,0,2,0,1.0,0,1600.0
0.061198037,40,0,0.416116777,5000.0,6,0,1,0,0.0,0,5000.0
0.011679691,83,0,0.04797891,5689.0,7,0,0,0,0.0,0,5689.0
0.9999999,45,0,0.107778819,3200.0,2,1,0,0,1.0,1,1600.0
1.025.206.432,31,0,0.134818623,3500.0,2,0,0,1,4.0,1,700.0
0.166863136,38,1,0.383077472,2800.0,9,0,1,0,1.0,1,1400.0
0.036131339,73,0,0.226841518,10751.0,7,0,1,0,0.0,0,10751.0
0.447390932,46,0,0.378468461,12000.0,9,0,2,0,0.0,0,12000.0
0.567542943,64,0,0.297160379,7500.0,7,0,1,0,0.0,0,7500.0
0.629229766,54,0,2.298.507.463,200.0,6,0,0,0,1.0,0,100.0
0.394605395,51,0,0.416206262,3800.0,7,1,1,0,1.0,1,1900.0
0.399293286,34,0,0.372061605,3700.0,5,0,0,0,0.0,0,3700.0
0.9999999,64,0,0.306736921,5313.0,7,0,1,0,0.0,0,5313.0
0,50,0,0,3400.0,3,0,0,0,0.0,0,3400.0
0,69,0,0.195573923,7500.0,6,0,1,0,0.0,0,7500.0
0.097648892,61,0,0.042852245,2916.0,3,0,0,0,0.0,0,2916.0
0.006947003,42,0,0.364695727,6950.0,9,0,2,0,0.0,0,6950.0
0.847496053,42,0,0.316623822,4667.0,8,0,0,0,5.0,0,777.8333333333334
0.13664859,52,0,0.340970631,4800.0,6,0,1,0,0.0,0,4800.0
0.581655328,31,0,0.246516783,6315.0,17,0,0,0,1.0,0,3157.5
0.152021799,55,0,0.379814725,2050.0,9,0,1,0,0.0,0,2050.0
0.256291152,49,0,0.354243542,8400.0,11,0,1,0,5.0,0,1400.0
0.24625028,44,2,0.350329934,5000.0,19,0,1,0,0.0,2,5000.0
0.041263916,54,0,0.002879539,6250.0,1,0,0,0,0.0,0,6250.0
0.844840487,28,1,0.300708038,2400.0,10,0,0,0,0.0,1,2400.0
0.236067721,72,0,0.383360766,13365.0,10,0,3,0,0.0,0,13365.0
0,31,0,0.351820995,4200.0,6,0,1,0,0.0,0,4200.0
0.9999999,56,0,0.028836251,970.0,1,0,0,0,0.0,0,970.0
0.013166506,72,0,0.273377785,6148.0,10,0,0,0,1.0,0,3074.0
0.005467896,29,0,0.362683023,5053.0,8,0,1,0,0.0,0,5053.0
0.06653136,30,0,0.276436303,1200.0,4,0,1,0,0.0,0,1200.0
0.000281895,86,0,0,4166.0,5,0,0,0,0.0,0,4166.0
0.86499091,27,0,0.194847021,4346.0,5,0,0,1,0.0,1,4346.0
0.166183382,40,0,0.042346714,4533.0,2,0,0,0,0.0,0,4533.0
0.547498906,59,0,0.382468128,12000.0,7,0,2,0,1.0,0,6000.0
0.315611714,62,0,0.468803565,5833.0,11,0,1,0,0.0,0,5833.0
0.9999999,43,0,0.129623459,3000.0,1,0,0,0,0.0,0,3000.0
0.387109524,50,0,0.720519194,3620.0,12,0,1,0,2.0,0,1206.6666666666667
0.564775945,69,0,0.491413474,9083.0,12,0,3,0,1.0,0,4541.5
0.813296676,39,1,0.213514594,2500.0,4,0,0,0,2.0,1,833.3333333333334
0.120313281,49,0,0.577676034,6333.0,7,0,2,0,2.0,0,2111.0
0.022500585,71,0,1.748.803.828,417.0,12,0,1,0,0.0,0,417.0
0,37,0,3.242.144.177,540.0,7,0,1,0,1.0,0,270.0
1.008.330.556,63,0,0.786570743,2084.0,6,0,1,0,0.0,0,2084.0
0.1007041,44,3,0.63384154,4000.0,7,1,2,4,3.0,8,1000.0
0.697762332,41,0,0.527148462,7900.0,17,0,1,0,3.0,0,1975.0
0.073388451,43,0,0.186101737,8000.0,6,0,1,0,0.0,0,8000.0
0.295212824,54,1,0.423914154,9784.0,4,0,2,0,2.0,1,3261.3333333333335
0.798334064,31,1,0.475724919,9000.0,11,2,3,1,0.0,4,9000.0
0.876555938,61,0,1.404.865.733,4356.0,11,0,2,0,1.0,0,2178.0
1.009.993.338,31,0,0.037981009,2000.0,3,0,0,0,0.0,0,2000.0
0.011548483,80,0,0.002498438,1600.0,3,0,0,0,0.0,0,1600.0
0.9999999,55,0,0.641611083,7795.0,4,0,3,0,2.0,0,2598.3333333333335
0.063808913,59,0,0.075191355,2220.0,9,0,0,0,0.0,0,2220.0
0.392114532,39,0,0.05294635,5684.0,4,0,0,0,1.0,0,2842.0
0.931227509,46,0,0.080342796,5600.0,2,0,0,0,1.0,0,2800.0
0.282826252,43,0,0.428248952,3100.0,16,0,0,0,0.0,0,3100.0
0.005597079,39,0,0.404046415,3360.0,10,0,1,0,3.0,0,840.0
0.006300078,64,0,1.173.117.155,3823.0,11,0,3,0,0.0,0,3823.0
0.00524919,78,0,49,0.0,9,0,0,0,0.0,0,0.0
0.312074564,55,1,0.520847915,10000.0,13,0,1,1,2.0,2,3333.3333333333335
0.018932175,75,0,0.688341544,3044.0,9,0,2,0,1.0,0,1522.0
0.402024265,54,0,0.706083976,3500.0,11,0,1,0,2.0,0,1166.6666666666667
0.430569431,25,0,0.026512576,1470.0,1,0,0,0,0.0,0,1470.0
0.408499455,32,1,0.1193251,5748.0,4,0,0,0,3.0,1,1437.0
0,60,0,0.431784108,2000.0,3,0,1,2,2.0,2,666.6666666666666
1.411.532.678,81,0,0.615732218,5974.0,7,0,1,0,1.0,0,2987.0
0.077751426,56,2,0.284687216,12100.0,7,0,2,0,0.0,2,12100.0
0,37,0,0.514048595,10000.0,8,0,4,0,0.0,0,10000.0
0.817948295,47,0,0.458756874,6000.0,13,0,2,0,2.0,0,2000.0
0.051072609,70,0,0.021652943,3278.0,5,0,0,0,0.0,0,3278.0
0.120540834,58,0,0.277908721,14000.0,13,0,2,0,2.0,0,4666.666666666667
0.030701549,44,0,0.363464209,7920.0,8,0,2,0,3.0,0,1980.0
0.049847508,45,0,0.193056021,5961.0,3,0,1,0,0.0,0,5961.0
0.9999999,54,1,0.147386461,3500.0,1,0,0,0,1.0,1,1750.0
0,67,0,0.097385373,7916.0,18,0,1,0,0.0,0,7916.0
0,68,0,0.293588301,2666.0,3,0,1,0,0.0,0,2666.0
0.164691765,34,0,0.056977847,11600.0,5,0,0,0,0.0,0,11600.0
0.074767296,47,0,0.20913047,12178.0,16,0,1,0,3.0,0,3044.5
0.318409066,30,0,0.170164918,2667.0,8,0,0,0,0.0,0,2667.0
0.001027128,39,0,0.192401689,4500.0,6,0,0,0,0.0,0,4500.0
0.260356388,53,0,0.094781044,5000.0,6,0,0,0,0.0,0,5000.0
0.550784128,42,0,0.330278287,6000.0,7,0,1,0,0.0,0,6000.0
0.252037398,35,0,0.088200935,1711.0,2,0,0,0,0.0,0,1711.0
0.876084194,50,0,0.440239963,4333.0,8,0,1,0,3.0,0,1083.25
0.029832339,61,0,0.477397331,9666.0,8,0,2,0,1.0,0,4833.0
0.013937686,63,0,0.003570154,2800.0,8,0,0,0,0.0,0,2800.0
0.016134735,61,0,0.020947393,4200.0,19,0,0,0,1.0,0,2100.0
0.948217769,57,0,0.827442192,9816.0,14,0,2,0,1.0,0,4908.0
0.033914876,55,0,1559,0.0,7,0,1,0,0.0,0,0.0
0.040603591,53,0,0.368357902,5833.0,8,0,1,0,0.0,0,5833.0
0,36,0,0.637020144,2630.0,3,0,1,0,3.0,0,657.5
0,33,0,0.69132981,7000.0,8,0,3,0,0.0,0,7000.0
0.024139682,46,0,0.49770046,5000.0,15,0,2,0,3.0,0,1250.0
0.857544535,56,0,121.695.245,8222.0,14,0,3,0,2.0,0,2740.6666666666665
0.00266052,70,0,0.012684989,3783.0,15,0,0,0,0.0,0,3783.0
0.780012643,41,0,1.044.475.011,2180.0,8,0,1,0,1.0,0,1090.0
1.011.997.001,39,0,0.100192678,7784.0,3,2,0,0,3.0,2,1946.0
0.989006987,62,3,0.466096116,6075.0,14,0,1,0,1.0,3,3037.5
0,35,2,0.217477808,6533.0,6,0,2,0,1.0,2,3266.5
0.376673694,36,0,0.056033481,4300.0,4,0,0,0,0.0,0,4300.0
0.874541051,28,0,0.529778786,3525.0,10,0,1,0,2.0,0,1175.0
0.009310714,62,0,0.092896175,8600.0,8,0,0,0,2.0,0,2866.6666666666665
0.594848404,63,0,1232,0.0,4,0,0,0,0.0,0,0.0
0.785617151,58,0,1.146.297.948,3362.0,12,2,3,0,0.0,2,3362.0
0.647920515,32,0,0.349958828,8500.0,13,0,1,0,0.0,0,8500.0
0.037154437,67,0,0.309020677,4400.0,8,0,2,0,0.0,0,4400.0
0.15145657,37,0,0.138972206,5000.0,10,0,0,0,0.0,0,5000.0
0.070112185,73,0,0.230861531,8333.0,7,0,2,0,0.0,0,8333.0
0.16913534,47,0,0.310682583,9800.0,14,0,2,0,2.0,0,3266.6666666666665
0.502749542,44,1,0.427402863,4400.0,7,0,1,0,2.0,1,1466.6666666666667
0.077555792,53,0,0.229488958,9372.0,4,0,1,0,0.0,0,9372.0
0.25454909,75,0,0.802158273,1667.0,10,0,1,0,0.0,0,1667.0
0.973026973,81,3,576,0.0,6,0,0,0,0.0,3,0.0
0.16968534,53,0,0.242177053,7477.0,12,0,2,0,1.0,0,3738.5
0,43,2,0.365489001,10500.0,12,1,2,0,4.0,3,2100.0
0.9999999,34,0,0,3300.0,0,0,0,0,0.0,0,3300.0
0.059411752,38,0,0.917937927,1900.0,11,0,1,0,0.0,0,1900.0
0.032983603,62,0,0.272417828,9400.0,16,0,3,0,1.0,0,4700.0
0.105051578,46,0,0.461408993,8317.0,14,0,1,0,4.0,0,1663.4
0.048966776,78,0,0.020595881,5000.0,4,0,0,0,0.0,0,5000.0
0.013638276,53,0,0.002758145,5800.0,6,0,0,0,0.0,0,5800.0
0.03465099,54,0,0.879664051,7262.0,18,0,3,0,1.0,0,3631.0
0.01635059,45,0,0.202830801,7700.0,8,0,1,0,2.0,0,2566.6666666666665
0.275781624,30,0,0.141277129,9583.0,25,0,1,0,0.0,0,9583.0
1.011.332.794,52,0,1.080.049.875,400.0,8,0,1,0,2.0,0,133.33333333333334
0.069791478,52,0,0.110103972,3750.0,7,0,1,0,0.0,0,3750.0
0.9999999,63,0,0.070182448,7508.0,2,0,0,0,0.0,0,7508.0
0.000959819,30,1,0.12071982,4000.0,11,0,0,0,0.0,1,4000.0
0.322875573,59,0,0.606969437,3500.0,14,0,1,0,0.0,0,3500.0
0.034080639,70,0,0.302339532,5000.0,8,0,1,0,0.0,0,5000.0
0.737763112,37,0,0.232691827,4000.0,6,0,0,0,0.0,0,4000.0
0.002665778,38,0,0.316676885,3261.0,3,0,1,0,0.0,0,3261.0
0.022693781,60,0,0.227373068,7700.0,8,0,2,0,1.0,0,3850.0
0.157283271,61,2,0.348687641,5752.0,13,0,1,1,1.0,3,2876.0
0.603274795,35,0,0.231015188,1250.0,1,0,0,0,0.0,0,1250.0
0,44,0,0.477124183,2600.0,3,0,1,0,0.0,0,2600.0
0.272046237,52,0,0.498031865,5334.0,9,0,2,0,1.0,0,2667.0
0.199028606,46,6,0.47453808,8875.0,9,0,2,0,4.0,6,1775.0
0.138874445,74,0,0.337904435,14000.0,8,0,2,0,1.0,0,7000.0
0.103964388,51,0,0.347301329,7373.0,3,0,1,0,0.0,0,7373.0
0.011749706,54,0,0.171432219,7833.0,7,0,2,0,3.0,0,1958.25
0,48,0,0.250515955,6298.0,4,0,1,0,2.0,0,2099.3333333333335
0.016379533,47,0,0.246344207,8000.0,11,0,1,0,2.0,0,2666.6666666666665
0.327748125,43,0,0.323383085,6833.0,12,0,1,0,2.0,0,2277.6666666666665
0.480273068,45,0,0.04063267,11000.0,9,0,0,0,0.0,0,11000.0
0.013810236,64,0,0.074509804,11984.0,4,0,1,0,1.0,0,5992.0
0.9999999,54,0,0.480040733,4909.0,5,0,3,0,0.0,0,4909.0
0.114342855,39,0,0.515844436,5553.0,3,0,1,0,3.0,0,1388.25
0.022842414,36,0,0.711119459,5323.0,11,0,3,0,2.0,0,1774.3333333333333
0.022781404,62,0,0.184578744,6717.0,8,0,2,0,1.0,0,3358.5
0.9999999,62,0,0.244159622,11000.0,11,0,2,0,2.0,0,3666.6666666666665
0.000219172,37,1,0.373893173,3500.0,4,0,1,0,0.0,1,3500.0
0.153183149,49,0,0.617504543,3301.0,15,0,2,0,0.0,0,3301.0
1.053.259.962,36,0,0.420687261,2880.0,7,0,0,0,0.0,0,2880.0
0.05473883,52,0,0.178343034,13916.0,10,0,1,0,3.0,0,3479.0
0.002285671,80,0,0.001043841,2873.0,4,0,0,0,0.0,0,2873.0
0.923688916,35,0,1.890.140.845,2129.0,9,0,2,0,0.0,0,2129.0
0.02831317,66,0,0.3174142,11013.0,9,0,2,0,1.0,0,5506.5
0.759560834,36,0,0.258393853,9500.0,5,0,1,0,2.0,0,3166.6666666666665
0.500518974,64,0,0.10965479,5416.0,12,1,0,0,0.0,1,5416.0
0.334724242,72,0,1.159.970.376,5400.0,12,0,2,0,1.0,0,2700.0
0.063147697,68,1,0.476053502,6952.0,14,1,2,0,1.0,2,3476.0
0.428613238,50,0,0.312132187,4417.0,12,0,1,0,2.0,0,1472.3333333333333
0.022511868,56,0,0.245793709,4100.0,12,0,1,0,0.0,0,4100.0
0.9999999,56,1,0.428103602,3358.0,3,0,1,2,1.0,3,1679.0
0.344960986,60,1,0.331073849,2802.0,10,0,1,1,0.0,2,2802.0
0.9999999,37,0,0.028747604,12000.0,1,1,0,0,1.0,1,6000.0
0.028309062,43,0,0.683829043,4000.0,8,0,1,0,0.0,0,4000.0
0.319018643,34,0,0.554028732,1600.0,8,0,0,0,0.0,0,1600.0
0.067061927,55,0,0.117481643,6400.0,5,0,1,0,0.0,0,6400.0
0.018701251,57,0,0.173751113,12350.0,7,0,1,0,2.0,0,4116.666666666667
0.002342723,37,0,0.000266596,3750.0,2,0,0,0,0.0,0,3750.0
0.916726182,32,0,0.387227936,4180.0,9,3,0,0,1.0,3,2090.0
0.025905772,54,0,0.194144468,8333.0,10,0,1,0,2.0,0,2777.6666666666665
0.015665622,88,0,0.003294118,2124.0,2,0,0,0,0.0,0,2124.0
0.180222631,50,0,0.246938265,4000.0,9,0,1,0,3.0,0,1000.0
0.384608477,58,0,0.235127479,6000.0,9,0,0,0,5.0,0,1000.0
0,56,0,0.457530575,5968.0,4,0,2,0,1.0,0,2984.0
0.001857054,31,0,0.000486618,2054.0,6,0,0,0,0.0,0,2054.0
1.041.545.707,43,1,0.119352089,9383.0,7,0,0,0,0.0,1,9383.0
0.700441466,71,0,1.039.966.694,1200.0,5,0,0,0,0.0,0,1200.0
0.198981947,50,0,0.349330134,5000.0,17,0,0,0,3.0,0,1250.0
0.423600124,61,0,0.770872737,3700.0,13,0,1,0,2.0,0,1233.3333333333333
0.288183715,38,0,0.406247024,10500.0,9,0,2,0,3.0,0,2625.0
0.042162894,58,1,0.372719481,8166.0,23,0,2,0,0.0,1,8166.0
0.452343075,42,0,1.114.614.122,3044.0,6,0,2,0,0.0,0,3044.0
0.882990812,34,0,0.764446176,7700.0,9,0,1,0,4.0,0,1540.0
0.000428952,60,0,0.323648912,17966.0,15,0,3,0,0.0,0,17966.0
0.030725016,36,0,0.265559587,7165.0,9,0,2,0,1.0,0,3582.5
0.117564069,45,0,0.395920816,5000.0,14,0,1,0,1.0,0,2500.0
0.9999999,44,0,0.315531519,11833.0,7,0,2,0,2.0,0,3944.3333333333335
0.017049148,61,0,0.221656291,5300.0,7,0,1,0,2.0,0,1766.6666666666667
0.033024214,52,1,0.364521917,3900.0,10,0,1,0,0.0,1,3900.0
0.001694874,43,0,0.061970638,7083.0,4,0,0,0,0.0,0,7083.0
0.360305588,59,0,0.081274104,7000.0,6,0,0,0,0.0,0,7000.0
0.791683327,29,0,0.138145315,4183.0,5,0,0,0,0.0,0,4183.0
0.013361087,65,0,0.370626203,8830.0,12,0,2,0,1.0,0,4415.0
0.02515242,65,0,0.148497689,10383.0,7,0,2,0,0.0,0,10383.0
0.90171906,43,0,0.761709121,3650.0,5,0,1,0,0.0,0,3650.0
0,73,0,1.008.739.076,1601.0,4,0,0,0,0.0,0,1601.0
0.01559844,29,0,0.001198681,3336.0,1,0,0,0,0.0,0,3336.0
0.033259868,54,0,0.152961981,7916.0,12,0,2,0,2.0,0,2638.6666666666665
0.444815615,63,0,0.647243197,7018.0,17,0,4,0,1.0,0,3509.0
0.060235835,49,0,0.254874903,16666.0,12,0,2,0,0.0,0,16666.0
0.198225222,33,2,0.252276999,6916.0,8,2,1,0,0.0,4,6916.0
0.229725392,61,0,0.535240937,11392.0,21,0,2,0,0.0,0,11392.0
0.1160782,39,0,0.523400474,13503.0,18,0,4,0,1.0,0,6751.5
0.163941462,53,0,0.189156935,11730.0,3,0,1,0,0.0,0,11730.0
0.175988267,39,0,0.27129716,7500.0,4,0,1,0,1.0,0,3750.0
0.22485934,65,0,0.20555962,4100.0,10,0,0,0,0.0,0,4100.0
0.298301573,56,1,0.370103557,2220.0,9,0,0,0,0.0,1,2220.0
0.178723241,60,0,0.909318101,2800.0,19,0,1,0,0.0,0,2800.0
0.037055944,51,0,0.385630718,6666.0,16,0,1,0,0.0,0,6666.0
0.073435833,62,0,0.476200826,4600.0,12,0,1,0,0.0,0,4600.0
0.061876248,35,0,0.039055404,1100.0,1,1,0,1,1.0,2,550.0
0.006257213,79,0,0.003066258,7500.0,9,0,0,0,1.0,0,3750.0
0.093036672,58,0,0.223561487,6968.0,6,0,1,0,0.0,0,6968.0
0.690279163,37,0,0.226190476,5375.0,12,0,0,0,2.0,0,1791.6666666666667
0.095267291,29,0,0.195658383,3500.0,16,0,0,0,0.0,0,3500.0
0.018798926,31,0,0.172303473,2187.0,4,0,0,0,0.0,0,2187.0
1.035.953.551,45,2,0.26094781,5000.0,6,1,1,1,0.0,4,5000.0
0.419697538,56,2,0.48187953,4000.0,7,1,1,1,0.0,4,4000.0
0.748550097,58,0,174.450.803,5416.0,8,0,3,0,0.0,0,5416.0
0.859218892,28,0,0.098657962,2756.0,1,1,0,1,0.0,2,2756.0
0,54,0,0.261412487,4884.0,12,1,1,1,1.0,2,2442.0
0.020659988,66,0,0.474613687,7700.0,12,0,2,0,1.0,0,3850.0
0.119507863,65,0,0.240026054,6140.0,8,0,1,0,0.0,0,6140.0
0.117364303,63,0,0.431251047,5970.0,7,0,2,0,0.0,0,5970.0
0.091116355,42,0,0.047980808,2500.0,4,0,0,0,0.0,0,2500.0
0.066799674,54,2,4.586.789.555,650.0,18,0,2,0,0.0,2,650.0
0.005767188,67,0,0.117294135,13333.0,7,0,1,0,1.0,0,6666.5
0.054994501,67,0,0.452432046,8387.0,4,0,2,0,0.0,0,8387.0
0.873711737,54,0,0.208816178,4400.0,5,0,0,0,2.0,0,1466.6666666666667
0,49,0,0.399925825,8088.0,9,0,2,0,1.0,0,4044.0
0,24,0,0.207916833,2500.0,4,0,0,0,0.0,0,2500.0
0.900420816,40,1,0.131174452,6700.0,6,1,0,0,1.0,2,3350.0
0.30369391,60,0,1.145.723.602,3986.0,14,0,1,0,0.0,0,3986.0
0.020601555,61,0,0.67237932,3500.0,11,0,1,0,0.0,0,3500.0
